id,Text1,Text2,Class
474805,"Two men talk while the one on the right holds in his left arm , and the one on the right holds a notebook behind him , they are in a field.","A gay couple walking in a field , one prepared to propose to the other with a hand-written note in his notebook.",Neutral
275624,Four men are leaping into the air while the fifth man is standing on the ground outside of a house.,All the men are leaping into the air.,Conflict
307036,"A brown dog , holding a stick.",a dog asleep in the shade,Conflict
471446,"A male soccer player who is trying to kick the ball with his right leg , as the other player in the background tries to block his kick.",One man shoots for the goal while the other plays defense.,Neutral
406220,People hanging around in the snow with summer attire on.,People are wearing shorts and t-shirts in the snow.,Neutral
246009,A young man in tan shorts and green shirt is falling off his bicycle.,The man wears a tuxedo.,Conflict
38995,Two men wearing black shirts have a conversation near a video camera.,The men are hunting ghosts.,Neutral
174916,Three young children are standing on a fallen log.,The boys are playing outside on a log.,Neutral
58243,Three old fashioned telephone booths on a street filled with people.,The telephone booths were on display on the street.,Neutral
438114,People walking down a street on a sunny day.,People are running down the street.,Conflict
418902,A person in orange is riding on the back of a motor scooter.,the child was 18 years old,Conflict
196626,Three people playing tennis with a shopping cart of extra yellow balls.,Two tennis players compete on the court.,Conflict
390947,"A dark-skinned woman , wearing a pink top and brown and white skirt , is crossing the street.",The woman is holding a coffee as she walks.,Neutral
454173,Underground transportation entrance to Oxford Circus Station.,There is a big meadow with flowers.,Conflict
127961,A bikers flips upside down.,A biker is doing tricks.,Neutral
435425,A young black man is having a conversation with a young black woman from his balcony.,The man is on the balcony.,Duplicate
304405,People smiling as they get wet with water.,Some people frown as they sit in a meeting.,Conflict
28815,A child runs with a football.,A person runs with a football.,Duplicate
447573,A large group of people are in the middle of a field.,There is a large group of people singing in the field.,Conflict
359737,A girl standing on the beach is holding up a dead octopus.,A girl is at a fish market.,Conflict
344011,A man in the shower with a Mohawk made out of shampoo.,A man is taking a shower.,Duplicate
232634,Two men take a break from construction.,The construction site is on fire.,Conflict
339696,A man with a quilted glove is bitten by a dog.,The child bites the dog.,Conflict
141775,A mostly black short-haired dog is running in a swampy area with its tongue out.,A dog is sleeping on the bed.,Conflict
222435,"A bearded man in a tan hat , assists a bald man in tennis shoes , near a campfire.",They are kayaking down a favorite river.,Conflict
377483,An older white man teaching to Indian students wearing blue while their teacher watches.,"The guest speaker for the Indian class was an older white man , who was invited by the teacher.",Neutral
527735,People are doing an exercise routine in a park-like setting.,There is a group outside being active.,Duplicate
201995,An older man with glasses wearing a black jacket and black hat.,A man is wearing a jacket and hat.,Duplicate
368119,Three youths standing at the top of stairs talking.,Three girls standing at the top of stairs talking.,Neutral
347130,"A dog on a leash moves towns a young boy on a leash , who is holding a parents hand.",A dog moves toward a young boy.,Duplicate
254451,A man in a blue and red shirt hugs a woman in a blue top.,They are hugging,Duplicate
351285,A woman wearing gray and a boy wearing a white shirt playing with toys on the ground.,A lady is playing with her grandson.,Neutral
2893,Child in red and blue shirt painting a log.,The child is wearing a green shirt.,Conflict
60714,Two men sitting and having drinks.,two men play tennis,Conflict
514663,A man in a black sweatshirt plays a guitar.,The man in black is playing with the guitar while looking at the music sheet,Neutral
185273,"Two men kickboxing , the man in the red shorts is kicking while the man in the black is blocking.",The man is wearing a white shirt.,Neutral
461723,"Two adults , a child , and a clown walking down a sidewalk.",A man talks on his cell phone on a train.,Conflict
488261,The little girl wearing blue jeans and a pink shirt is practicing hopping for the camera.,The little girl is hopping.,Duplicate
445040,Two guys are sitting in a bar while one holds a beer bottle.,Two guys are sitting down.,Duplicate
214700,Man in white shirt blowing trumpet.,A man is playing an instrument.,Duplicate
72270,A girl in a pink dress is standing on her head.,A girl is practicing her balance,Neutral
23759,Dogs on grass.,Dogs in a field,Neutral
392145,A girl wearing a red top and pink bottoms smiles as birds flutter around her.,The boy is smiling as he birds fly around him..,Conflict
206406,A man chopping something with a knife on a table.,a man chopping with a knife.,Neutral
312549,Two men are running side by side in a field.,Two men are outside.,Duplicate
74723,A young woman sands down an old shelf.,A girl works on a Pinterest project.,Neutral
527981,A group of people have gathered behind two men in turbans.,There is only one person in a turban.,Conflict
530761,Fireman are preparing to rescue the children in the burning building.,Firemen are preparing to save people.,Duplicate
348068,A man next to a bike with a flag attached trying to get the attention of others around him.,A woman is riding in a car going down the road.,Conflict
83045,A woman is performing gymnastics with long red ribbons.,a gymnast performing.,Neutral
414391,A man with no shirt holding a baby aloft.,The man is holding his child.,Neutral
128432,Woman driving go-kart on a track.,Woman races friends on go-karts.,Neutral
388473,Three cats and a young child taking a nap.,Three cats and a child taking a nap.,Duplicate
489310,People in a subway station waiting for their train.,People are using public transportation.,Duplicate
454082,A boy jumps behind a fence.,The boy is sitting in class.,Conflict
10213,A guy surfing in the ocean.,A man is in the water.,Duplicate
92514,A woman with a very large black wig and giant sunglasses is holding a mirror up to her face.,A woman dances at the beach.,Conflict
13865,"A man in a military uniform stands next to what appears to be a military k-9 dog , with a loudspeaker in the foreground , and other military personnel and military vehicles in the background.",A member of the armed forces is photographed on a military encampment.,Duplicate
436339,"A woman with a headband wearing a blue , yellow and red hooded jacket.",A woman is wearing a multi-colored jacket.,Duplicate
352250,A woman on a couch is cradling a cat.,There is an animal on a piece of furniture with a person.,Duplicate
379797,The boy is licking the spoon.,The boy is licking cake batter from a spoon..,Neutral
299909,A tennis player attempts a backhanded shot.,He is athletic.,Duplicate
157545,"A young girl with other people in the forest , wearing a yellow shirt , surprised about something small.",People were surprised,Duplicate
337958,Two children stick their head in holes of cardboard scenery.,Children stick their head in holes of scenery.,Duplicate
200612,A boy sitting behind the bushes.,A boy sitting.,Duplicate
386876,A man with a blue breathing mask and bandanna sitting in a chair outside a tent.,A man is sitting and admiring his campsite.,Neutral
168246,A small boy in black is surfing.,A small boy is surfing.,Duplicate
487040,A kid playing in a bunch of flowers.,A child rakes leaves and plots for how he will run away this time.,Conflict
16799,A family buys ice cream from a truck at night.,A family is getting desert from a truck.,Neutral
246522,A female is running a race where she wears the number 40 and appears to be drinking a bottle of water.,The female is drinking hennesey.,Conflict
164988,There are tall windows and small windows that make up the majority of the building.,The building has no windows.,Conflict
241137,A person in a black jacket is grabbing a boy 's shoulder to stop him from backing into the road while a silver Mini is driving by.,A silver mini is on the road.,Duplicate
524947,Young boy with a hat and brown shirt holding a hand just above a wooden box.,A boy swimming in a pool.,Conflict
500510,The lead singer from a band is holding a microphone and both hands up in the air against a purple background.,A mother is feeding her baby.,Conflict
500465,"On the shoulder of the road , near the curb , grass has grown onto the roadway.",the tree is by the avenue,Conflict
340394,An Asian woman with a face mask holds an infant.,a mother is smoking in the park,Conflict
484021,Three people watch a woman dressed in all black act.,Nobody is watching,Conflict
528699,Two people on horseback are playing sports.,Three people are playing lacrosse.,Conflict
531803,a man leaning on the side of a building is playing the accordion.,a man is famous for playing accordian,Neutral
473408,Marathon runners show exhaustion as they line up.,Some people relaxing on the beach.,Conflict
408313,A man and a woman ride scooter like vehicles.,Two men are playing baseball..,Conflict
433811,A girl holding a drink with a straw in it standing in front of a man kissing her on the cheek as she smiles.,A girl is standing in front of a man kissing her.,Duplicate
109271,A guy has been out in the fields collecting a harvest.,The man is at a party,Conflict
207310,A young boy plays with his train set while in his pajamas.,A kid is playing with his toys.,Duplicate
180150,A police officer is standing in a street.,A police officer is outside,Duplicate
416499,Boy poses in Halloween costume with funny hat.,Girl wears a costume.,Conflict
336857,An old asian woman is sitting in front of a subway train and passengers are walking by her.,An old woman sits in front of a subway.,Duplicate
348289,Man giving female a leg up onto tree.,A man is helping a woman into a tree.,Duplicate
93793,Woman holding baby and young girl and boy look on.,There are several people in this photo.,Duplicate
320826,"Four people are walking along a city sidewalk , while the one in the green hat talks on a cellphone.",People walk along the sidewalk.,Duplicate
320414,"Closeup of the side of an old woman 's face with oversized sun blocking glasses , gray hair and a gold earring.",A women with no glasses on,Conflict
420626,A woman stares down the alley as he ball drives toward the bowling pins.,A woman stares at the bowler as he takes his shot.,Duplicate
330416,A brown and white dog stands on the sand to look at another dog.,dog with his master watching tv,Conflict
281222,A man walks past some graffiti of a group of guys in leather jackets and blue jeans on a tan wall.,a man is disappointed by vandalism,Neutral
182824,A man showing pride and being proud of a fire department.,A man is happy he works for the fire department.,Duplicate
178753,A man dressed in armor is kicking another man who is laying on the ground.,There is a man wearing chainmail kicking another man who is laying on the ground wearing a simple green tunic.,Neutral
215271,A lady in taken top licking chocolate pudding.,A man eats a cake,Conflict
500159,A man in a red shirt with blue jeans on is standing under a tent and standing in front of a table with vegetables on it.,A person is at attending a farmers ' market.,Duplicate
249244,A girl is throwing a bowling ball down a lane in a bowling alley.,The girl threw a ball.,Duplicate
203590,A political rally in a foreign country.,There were many people in the political rally,Neutral
332634,A group of people preparing some really unusually colored food involving eggs.,The people are using eggs to create some colorful food.,Duplicate
101554,Two hockey players are waiting for a puck to be dropped by a referee.,The hockey players are from different teams.,Neutral
374626,"In an empty , dimmed bowling alley , a woman prepares to release a red bowling ball towards a group of five pins.",a woman practicing for an event,Neutral
249815,A smiley young girl sitting at the controls of something electronic.,The girl using technology,Duplicate
151145,A man in a dimly lit room playing a guitar.,A man is playing a musical instrument in dim lighting.,Duplicate
406705,An adult female and a girl sitting together in a brown chair with their feet up on an ottoman.,A mother and daughter sitting together watching TV.,Neutral
416522,A figure wearing a hat ascends stairs toward a floor where a bent sign is attached to a striped pole.,the man is going to find his car in the garage,Neutral
171548,"The drunk man in the gray shirt is attempting to drill into a keg of beer , while another keg awaits.",A woman is opening bottles of wine.,Conflict
161858,The men 's rowing team in their green boat is practicing for their upcoming season.,The men 's rowing team is practicing with another team and getting ready for the season,Neutral
501020,A woman frowns and looks into the distance.,A woman is sad.,Duplicate
320913,2 policemen with roles blades are talking to a guy on the pavement.,Two police are talking to a guy.,Duplicate
394387,A young toddler waves an American flag near a lamp post.,The toddler is wearing a bonnet.,Neutral
123924,"Two women have a discussion in a mostly white , modernistic office.",Two women are talking inside.,Duplicate
179032,A army guy is talking on his walkie-talkie.,A woman is sunbathing near a fishing dock.,Conflict
531727,People look onto a vendor with many stuffed toys.,People are looking at a vendor,Duplicate
227287,"Three people playing rock music , one of them is wearing a hat and a black pants with a black t-shirt and singing and playing the guitar.",An elderly woman is taking a driving test on busy city streets.,Conflict
416198,Three football players from red team tackling one player from white team.,The three men tackle the player from the opposing team.,Duplicate
52342,A South African community is gathering together to observe an event.,Everyone in the community is at home quietly,Conflict
22499,"A contestant riding a pony in a rodeo setting is being thrown by the horse , while another cowboy looks on in the arena and spectators watch from behind a fence.",A person is riding a big animal.,Neutral
266125,A young girl at a card table selling lemonade and watermelon.,A young girl is selling stuff for her girl scout.,Neutral
385518,Three people are walking down a street.,Three men who are on their lunch break are walking back to work.,Neutral
7496,A man with a funny hat is dancing at a park.,man dances at park,Duplicate
507112,An.,Asian man balancing a hat on a stick The asian man is old..,Neutral
10872,A male child in a blue summer hat shoveling at the beach looks on at a family that plays in the ocean.,A boy is making a snowman,Conflict
417748,"A man with a blue shirt and green scarf sits at a potter 's wheel , sculpting.",A man is sculpting.,Duplicate
179059,a guy working in a factory.,A man working hard inside a factory.,Neutral
112463,A cricket player winds up to pitch the ball.,A male player begins the game,Neutral
386495,"Two males on a cherry picker type of elevator , one wearing a khaki colored shirt and the other a yellow one , working on a cracked side of a building , with red flowers in the window next to them.",The men are working on the tractor.,Conflict
495960,Two women and 1 man give a man bunny ears as they pose for photo.,Two women give the middle finger to a frightened man,Conflict
527748,This is a baby about to lick the beaters from his mom 's baking.,The mother and baby are indoors.,Duplicate
252160,Two men wearing red suits perform in front of crowd.,There are two guys performing.,Duplicate
390583,a man talking as he holds a red cloth.,a man is holding some fabric,Duplicate
282978,A woman is holding a smiling child while waiting in line outside.,The woman is getting wet from the rain.,Neutral
533978,A woman in a red swimsuit and blue swim cap swims underwater while wearing a pair of yellow nose plugs.,there is a woman underwater in a race,Neutral
342607,A girl in a tie dye hat has a butterfly on her hand.,A butterfly on girls hand,Neutral
480106,Woman walking in crosswalk near a busy street.,A woman is sleep.,Conflict
460479,There is a child with glasses and tan skin staring at the camera.,The child is wearing nothing.,Conflict
139342,a brown dog running through the tall grass.,dog running through grass,Neutral
325738,A man wearing flowered swim trunks climbs out of a pool cut into ice.,The man has been in cold water.,Duplicate
429231,A man in a blue shirt pets a dog while another watches at the feet of the photographer.,A man pets an elephant.,Conflict
272368,A drummer rocking out to a song.,The kid doesnt know how to play an instrument.,Conflict
219145,A crowd of people are walking inside an exposition center for some sort of event.,The crowd of people are cheering on their team.,Conflict
529538,"Some people with black belts , or black and red belts , are performing martial arts on a green mat.","A guy with black belts , is selling them for a dollar.",Conflict
242565,A big dog tied to a door.,There is an animal tied to a door.,Duplicate
492373,Several people sit at tables at an outdoor cafe with a black suited man in the foreground.,People sit around tables at an outdoor cafe.,Duplicate
438410,A group of people are in front of a row of buildings.,A bunch of people are outside standing.,Duplicate
372712,"A group of women are gathered , behind them is a black man with a goofy umbrella hat , he is sitting , resting.",the woman are dispersed,Conflict
299065,An Asian man is at a hair salon getting a shampoo from an Asian hair stylist.,An Asian man at his favorite hair salon.,Neutral
14547,A view of people browsing a store aisle.,People in a store.,Duplicate
347387,A man reaches into his pack for a cigarette.,This man is fishing,Conflict
76247,A man in a blue shirt with glasses and a shaved down head is looking at a microscope in a laboratory.,The scientist in the blue shirt discovered a new bacteria in the lab.,Neutral
74277,A pottery maker shaping a new pot in his workshop.,A small girl prepares Mexican food for a party.,Conflict
79317,"In an Asian city , a group of people stand in front of a series of signs and placards.",A group of people are visiting an Asian City.,Neutral
206947,A parachutist landing in the ocean.,They are running a marathon.,Conflict
474763,A man and woman enjoy a ride down the rapids on a warm day.,A man and woman are going down the river.,Neutral
517810,A man is observing a small white motor vehicle perpendicular on the tracks against a large blue and gray train.,A man is near a train.,Duplicate
353413,Two young adults crossing the street using a crosswalk.,Two young people walking across the street.,Duplicate
491344,"A man riding a horse , leading other horses , with a mountain in the background.",a younger man riding a horse,Neutral
262536,Two men at a concert performing for an audience.,Two men are putting singing a duet together.,Neutral
433316,Two old men sit next to a young Asian woman in strange looking chairs.,The two old men and Asian woman are sitting nect to each other becasu they are waiting to be served.,Neutral
404183,Two bikini clad girls playing volleyball at the beach.,Two girls play volleyball.,Duplicate
1868,The operating system implements round-robin scheduling to ensure time fairness.,The CPU always executes the first process resulting in unfair resource allocation.,Conflict
406804,Little boy rides around playground on a motorized bike.,The boy has a bike.,Duplicate
267984,A skateboarder is perfecting his trick on a wall.,Someone is skateboarding.,Duplicate
454427,A couple of woman carrying bricks on there head.,There might be three women,Neutral
59573,People walking down the street and past an open bus.,People on the bus use make shit fans to cool themselves after the air conditioning system failed.,Conflict
186917,White dog with orange collar walks in the field.,A black dog walks in the field,Conflict
362691,People walking the streets in China.,People drive everywhere they go in China.,Conflict
516069,The brown and black dog is over top of the white dog.,The dogs are n't close to each other.,Conflict
81511,Two women are looking at jewelry.,The two women are sleeping at home.,Conflict
354739,"A person in baggy pants and brown hoodie , with a backpack , walks on a sidewalk with signs in Chinese.",The person is walking along a road with several American signs.,Conflict
515916,A young Asian child is petting a deer that is laying down and looks to be about to kiss him.,Child reading a book.,Conflict
66980,A woman relaxes with an umbrella in front of a large brick building.,A man yells at a dog with a toy.,Conflict
521599,An asian man is at the front desk of a store for assistance.,A man is packing boxes at the back of the store.,Conflict
125505,The man carries a large backpack while hiking through snow-covered terrain.,The man is not hiking.,Conflict
362306,A asian couple having something to eat.,An Asian couple eating tacos.,Neutral
414703,"A small black boy wearing a grayish blue shirt , jeans with a hole in one knee , and flip-flops sits reading a book on a wooden bench in the children 's section of a library.",A kid sits on a bench reading a novel.,Neutral
142813,The girl in white shirt is standing next to an interesting window.,A girl stands by a stained glass window.,Neutral
157067,A brunette woman in a blue shirt too small for her standing behind casually-dressed people.,a blonde man watches a woman alone.,Conflict
354244,Indian man wearing white cloth around waist bathes out of an orange bucket.,a man might not have running water in his home,Neutral
105836,a young boy is posing inside a tractor shovel.,A kid climbs a fence.,Conflict
150710,Man riding a motorcycle on a road with pieces of cars on the side of the road.,A man is riding down the road on a motorcycle.,Duplicate
90139,The brown dog is jumping out of the water.,A brown dog leaps out of the water..,Duplicate
504575,A surfer paddles with his arms to take his surfboard out into the water.,A surfer is at a beach.,Neutral
51234,A man is conducting an orchestra with people playing instruments in the background.,A conductor leads a performance,Duplicate
120537,A brunette woman in a white top gestures with her left hand while speaking to a man.,A brunette woman speaks to her trainer at the gym.,Neutral
350366,Two women are standing on a boat looking at the water.,There are people standing outside,Duplicate
27903,a boy and a girl stand in front of a house.,two kids are outside,Duplicate
508292,"An older man with a white beard stands in front of a mast on a large sailboat , while holding a rope.",A man with a beard stands in front of a mast.,Duplicate
497122,Little boy kicking pink soccer ball on a basketball court.,boy practices soccer,Neutral
214742,The smiling woman in the red helmet is outdoors holding a very long rope.,The rope is a stick.,Conflict
367445,A woman in a plaid shirt looking in a glass tank.,A woman looks at some fish.,Neutral
33,Emergency personnel looking into the back of a car.,Emergency personnel are looking for a child in a car.,Neutral
45307,A little boy squats while playing with a yellow plastic shovel.,a little boy is pretending to be a gravedigger with his plastic shovel.,Neutral
126422,There is a stand under a large blue and red umbrella with a large assortment of produce and there are several people looking through the produce.,There is a group of people in a movie theater.,Conflict
391721,Three men in white lab coats pointing at a computer screen while sitting in a lab with a microscope.,A few men are in a lab studying genetics.,Neutral
80545,Two children walk down a path into the woods.,Two children are near some trees.,Duplicate
518623,A group of young adults gather outside during the day.,The adults are preparing for a race.,Neutral
242154,A child in red short and orange cap in a parking lot.,The child is cold.,Neutral
518311,"A Jewish man and a group of Jewish children , fill their plates from a buffet set out in a park.",A man and a group of children are in a park.,Duplicate
376569,Several people stand outside near metallic objects including a few posts.,The people are sitting inside.,Conflict
29782,Two people are taking pictures while a third is holding a camera.,people taking pictures for facebook,Neutral
166672,"A guy on a motorcycle lays back with his feet up over the handlebars , high in the gray sky.",A guy on a black motorycycle lays back.,Neutral
73436,a little girl sticking her tongue out in a bench The girl is sitting still and well behaved..,a little girl sticking her tongue out in a bench The girl is teasing the animals.,Conflict
292555,A woman sings a song as a man plays the guitar.,A man is sleeping.,Conflict
119311,Two football players chase after a the ball.,There are two people playing football.,Duplicate
198756,A man wearing a white shirt is standing outside and speaking into a microphone.,A man is sitting inside speaking into a microphone.,Conflict
117226,A young man does a trick on his skateboard on a slope.,A person is skateboarding.,Duplicate
488611,An older man and woman admire a custom bike in front of a store.,The old man and woman are having coffee at the restaurant.,Conflict
93129,A man in tan shorts talking to a young girl in a red shirt.,A man picking up a prostitute.,Neutral
395546,A man is standing playing the accordion.,A man is playing an accordion on the street corner,Neutral
131192,A dog with a brown and white coat runs through a field of bright green grass.,A dog runs through a field of grass.,Duplicate
90210,"A little girl sitting on a bench , eating popcorn.",A girl sits on the bench waiting for her parents.,Neutral
313334,A small boy is playing with rocks.,The boy is outside near a lake..,Neutral
40471,6 motorcycle riders going on tour.,There are a bunch of motorcycles and riders,Duplicate
118643,A woman wearing a purple shirt is sitting on a bank day dreaming.,A person remembers their first time here.,Neutral
509221,An Asian girl is standing in a crowd wearing red lipstick.,An Asian girl in a crowd wears blue lipstick.,Conflict
151572,A gray dog climbs up a slanted tree.,The dog is not on the ground.,Duplicate
140977,a woman and a man and a child standing in a street with umbrellas It is raining..,a woman and a man and a child standing in a street with umbrellas There are umbrellas.,Neutral
407773,A man in blue shirt and pants stands in front of a large sign displaying a yak.,A man is standing in front of a sign.,Duplicate
303695,A man winds up for pitching a cricket ball in a professional cricket game.,Man pitching,Duplicate
47716,Children jumping off of cement.,The children are asleep.,Conflict
96362,A decorated car headed down the street.,A car headed down the street.,Duplicate
418190,Young kids are holding onto a rope.,Some people have a rope.,Duplicate
483863,A man in black and yellow on a horse is talking to a person wearing red.,he is talking to a friend,Neutral
382119,A hiker is pointing towards the mountains.,The hiker is showing his friend which mountain he wants to climb.,Neutral
539,The software engineer designs database schemas to store and retrieve application data.,The database administrator manages database structures for efficient data management.,Neutral
271111,A baby is sleeping peacefully under a warm checkered blue blanket.,A baby is laying down.,Duplicate
530594,A man dressed in winter clothes is playing a brass instrument.,The man is sitting on his couch in front of the fan on this brutally hot summer day.,Conflict
452643,man sitting using tool at a table in his home.,The man is holding a wrench.,Neutral
439527,"A guy is holding a girl , while another rests on his shoulder on a metro train.",A guy leans on a metro train.,Duplicate
334745,"A man wearing a black helmet , blue jacket , and khaki shirts rides his bike on the street next to a red car.",The man is driving a car to work.,Conflict
5547,Three children are skating on a rollerskating rink.,the men are doing yoga,Conflict
528224,a man riding a running horse with some other men doing the same behind him.,Men are riding elephants.,Conflict
83915,A woman in a pink shit and blue jeans is walking down a somewhat busy street while holding a cup of coffee.,A woman is on her way to work with coffee in hand.,Neutral
284289,A group of pedestrians walk down a city street.,The pedestrians are talking to each other as they walk down a city street.,Neutral
157244,Two people are on a stage playing stringed instruments for a small crowd.,Two people are making classical music.,Neutral
363241,A woman reads the menu for a Vietnamese restaurant.,The lady is getting takeout.,Neutral
241528,A man walks out of the waves with his surfboard.,the man is wet.,Duplicate
228189,"people are looking at the antique cars , and the police officer is taking pictures.",People all dressed in black are observing old cars while a cop photographs them,Neutral
253888,An African American man with a black hat and black tank top plays the drums on some buckets for donations.,A man performs for money prior to going to work.,Neutral
343586,A bearded gentleman gestures with his hand.,The man is performing a hand stand.,Conflict
504467,A toddler girl in pink pajamas playing with a toy house as her grandmother watches over her.,A young child is enjoying her toy house as her grandmother watches her play.,Neutral
248586,Three dogs play in the grass near the playground equipment.,A man fixes a dryer.,Conflict
418287,The marathon runners draw the race to a close as their supporters.,Cheer ! The marathon runners near the finish line..,Duplicate
126816,A child naps on a rock in the middle of a steam.,A child sleeps,Duplicate
287656,A little girl in jeans and a blue striped shirt is swinging on the swing with her hands out.,A girl swings on the swing-set at her elementary school playground.,Neutral
523155,A crowd of people are clapping their hands at a concert and some are wearing blue wristbands.,People at a boat show stand quietly.,Conflict
274568,A boy in blue jeans is playing with a toy car on the lawn.,a boy plays with a toy car on the grass,Duplicate
395653,A small black and white dog jumps with an object in its mouth.,A black and white dog jumps around with a frisbee in it 's mouth.,Neutral
451555,A man wearing an orange shirt and orange shoes is running.,A man wearing a green shirt and pink shoes is slowly crawling on the floor.,Conflict
527689,A person is show upside down on his bicycle over a large field.,An old man is upside down on his bicycle.,Neutral
10226,This brown pitbull is carrying a soccer ball in his mouth.,The pitbull has something in his mouth.,Duplicate
130107,A woman is reading her book at a beautiful place.,A woman sits on a bench surrounded by flowers while reading her book.,Neutral
295236,A black-haired man plays a guitar.,A man practices the star spangled banner on his guitar.,Neutral
336415,"Football players in white , red , and black uniforms run down the field by the 30 yard line.",The football players are in the middle of a game.,Neutral
77383,An older couple enjoying a Christmas meal.,A couple is eating a Christmas dinner at a restaurant.,Neutral
464024,Two women examine the leaves of a plant.,Women are looking at a plant.,Duplicate
228958,A person rides his bike over graffiti drawn on the ground.,A person is riding a bike outside.,Duplicate
190725,A young man jumps into the water from a floating slide.,The man enjoys tanning by the side of the pool.,Conflict
358995,The girl with the blue jean shorts on is playing with the two boys.,A girls plays with her two brothers.,Neutral
110929,A young man standing by a motorcycle and two jugs.,The man is posing for the photographer.,Neutral
414282,A person with a multicolored hat stands just behind a mosaic featuring Spanish words and in front of a grassy hill.,a group of bakers rob an artist,Conflict
474346,"Two soccer players , one wearing white and one wearing blue , jostle each other while kicking pink and white balls.",Both players are on different teams playing in the championship.,Neutral
334294,Woman drinks from a jar just after exiting the shower.,The woman drinking from the jar just left the shower.,Duplicate
242977,A bunch of people are gathered in a field overlooking a body of water.,a man buying drugs,Conflict
89895,A man standing on the street watching traffic.,There is traffic on the street.,Duplicate
394163,A woman and her two dogs are walking down the street.,A lady is and her puppies are going to the market.,Neutral
192403,"A group of people , old and young , men and women , sit around a table doing arts and crafts.",A family bonds over eating chili,Conflict
188295,Some people climbing a mountain.,The people are planning to get to the summit today.,Neutral
222503,"A red race car is rounding the corner , ahead of the other cars.",the turtle is blue,Conflict
75470,"A white , fluffy dog is standing on its hind legs.",A white dog stands on its hind legs to get to a treat.,Neutral
419060,The dog begs for some food at a local restaurant.,A dog begs for some food at a local restaurant has no home.,Neutral
458771,A man and a woman looking at ruins.,A man and a woman stand together.,Duplicate
347665,A little boy sitting by a gingerbread house sticks his tongue out.,A boy is playing baseball.,Conflict
238111,The children are playing in the sand at a rocky beach.,The children are playing in the spaceship,Conflict
289684,A very young child is wearing a white costume around its head.,a CHILD IS DRESSED AS GHOST.,Neutral
466012,A boy and a woman in a white shawl working with plant products underneath a tree.,A mother and son are working with plants under the tree.,Neutral
102914,A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird.,A greyhound escaped from the track.,Neutral
194016,A lady with a headband is in the snow near a red backpack.,A lady is the president of the moon.,Conflict
80902,Olympic speed skater on the ice.,Olympic speed skater next to the sun.,Conflict
175392,An old man wearing gray sleeps in a small chair.,An old man has fallen asleep after consuming a large meal.,Neutral
518374,"At half past 11 , a train releases passengers to go on with their daily activities.",Train releases passengers.,Duplicate
282838,A classic propeller-driven airplane flies in the distance as two men play with a remote-controlled toy airplane in a field in the foreground.,Two children flying an airplane.,Conflict
491464,The young girl in blue is having fun on a slide.,A young female is outside.,Duplicate
489949,"A man in striped shirt standing in front of , and working on , audio equipment.",a man does some work,Duplicate
250382,Three kids play on some bars.,Three people playing,Duplicate
152230,Three people singing into a microphone.,Four people are dancing to the music.,Conflict
113050,a surfer surfs a wave.,A man on a long board is on the water.,Duplicate
257552,People around a table playing roulette.,There are people around a table gambling.,Neutral
108847,A young boy in a black shirt is raking dirt in a yard.,A young boy is helping with the chores.,Neutral
279801,A man is vending an assortment of hats.,a man sells hats at a sporting event,Neutral
431333,A skateboarder skates down stairs covered in graffiti.,a skateboarder grinding the rails,Neutral
371335,Two boys are ready to receive a ball at a tennis match.,Two guys are about to play tennis.,Duplicate
418080,A man in a top hat is playing the accordion on the side of a city street.,A man is playing an accordion for tips on the side of a street.,Neutral
347675,Two old men sitting on park benching talking.,The men are both wearing suspenders.,Neutral
323897,Two children bury a third in the sand.,The children are happy.,Neutral
386324,A little girl with a pink headband is riding a horse past a fence.,the girl is riding horseback by the fence,Duplicate
11884,"Older man in a suit , tie , and overcoat , walks through the street.",A man in a suit walks to work.,Duplicate
60066,Three people skiing behind one another in snow.,Three people in the snow.,Duplicate
94534,A child is performing a skateboard trick while another child with a skateboard leans on a wall.,There are two children.,Duplicate
513848,A woman making a sandwich in a shop.,Someone is making food.,Duplicate
484388,A man in a yellow suit is kneeling on top of a piano while another man in yellow has a musical instrument in his hands.,the man is white,Neutral
266251,"Four young girls , one of which is wearing a skirt , or standing at the beach while an older adult looks on.",Four kids and an adult are on a beach.,Duplicate
533189,A child is turning the handle on an egg-beater.,the bvoy was dressed as a cowboy,Duplicate
235,The two-factor authentication provides additional security by requiring two different authentication factors.,It combines something you know like a password and something you have like a mobile device.,Duplicate
152086,A man in a black and white jacket sit on his silver motorcycle.,The man on the motorcycle is waiting for the traffic light to turn green.,Neutral
306905,Firemen are lowered into a construction area.,Firemen are cooking chili.,Conflict
455179,Young girl lays in a pile of autumn leaves.,A young girl naps in a pile of leaves,Neutral
210914,Two people are playing golf on a golf course.,they are feeding the gators,Conflict
359222,a brown dog running down a paved pathway A brown cat is running down the paved pathway..,A couple pose on their wedding day.,Conflict
93282,A man with a big red bowl is walking toward a brown donkey.,A man carrying a big bowl is tending to his donkey.,Duplicate
194707,A group of 6 boys are wearing yellow life vests and are on a makeshift raft.,Boys are wearing yellow life vests and are on a makeshift raft.,Duplicate
531831,A man playing musical instruments.,The man is playing a concert with his band.,Neutral
184629,An older man with glasses raises his eyebrows in surprise.,a man with shaved eyebrows looks ashamed,Conflict
273179,A large group of people wearing red construction hats are observing a blue and red oil well.,A small group of people wearing swimming drunks are watching a oil well.,Conflict
