id,Text1,Text2,Class
3146,A dark-haired woman is fixing a blond woman 's hair.,A brunette works in a beauty salon.,Neutral
3147,Someone wearing rubber gloves washing dishes.,Someone wearing rubber gloves washing a car.,Conflict
3148,A group of doctors performing surgery on a patient.,Nobody is performing surgery.,Conflict
3149,The woman is holding onto a huge rock and has red string around her.,A person entwined in string grasps a rock.,Duplicate
3150,"A shirtless man holding up a large barbell in a gym , while a man next to him attempts the same.",The man is working out,Neutral
3151,The man in the apartment is holding a guitar hero guitar.,A man has a guitar hero.,Duplicate
3152,A person reads to a group of boys.,A tall person reading,Neutral
3153,Man in a blue shirt bowls.,a man is bowling,Duplicate
3154,A little brown-haired boy wearing a red shirt and blue jeans is carrying a green truck.,There is a little boy in this picture.,Duplicate
3155,Many people standing and sitting on the street in front of billboards.,A protest is going on.,Neutral
3156,A group of African villagers at school.,There is more than one villager.,Duplicate
3157,A horse jumps a fence in a show jumping competeition.,animal is taking rest,Conflict
3158,A man about to get into an argument at a local pub.,A man is going to a ball game.,Conflict
3159,A girl trick or treats with a black and red dress with black and white sleeves holding a scythe.,The child is collecting donations of clothing.,Conflict
3160,A man with a camera staring at a statue.,A guy is looking at a statue.,Duplicate
3161,Three guys talking to each on the beach.,Three naked guys on the nude beach.,Neutral
3162,"Girls wearing a blue dress holding a thin , long , blue fabric while one girl is smiling and pointing to the camera.",At least one girl is smiling.,Duplicate
3163,A man is holding a baby in a sling.,The man is not holding the baby.,Conflict
3164,"A football player runs with the ball , chased by members of the opposing team.",The football player is outside..,Duplicate
3165,A hockey goalie watches to players skate down ice.,The goalie is about to block the shot from the opposing player.,Neutral
3166,Two white dogs with cutoff tails running in green grass.,The dogs are sleeping on there mats inside in front of a fire.,Conflict
3167,A white dog standing on fallen leaves.,A dog is eating from its bowl.,Conflict
3168,"Man with goatee , wearing a Las Vegas T-shirt barbecuing outside at a grill.",A man with no facial hair is grilling.,Conflict
3169,Two young men hold a large ball while a third jumps over it.,Three boys are throwing basketballs.,Conflict
3170,A naked woman covered in paint.,A naked woman covered in red paint.,Neutral
3171,A young girl in a black sweater and jeans is standing on a beach near the water.,The girl is flying at kite.,Conflict
3172,"a female wearing a shawl around her shoulders , sits upon a tree in a green meadow and reads.",The man sits in the swimming pool and reads the paper.,Conflict
3173,Boy in camouflage yankee 's hat staring.,A boy in a camouflage yankee 's hat cheers his team.,Conflict
3174,"A city sidewalk scene consisting of two men with dreadlocks sitting on the ground , a punk rocker holding books , a woman with a camera walking away , and a man wearing a long coat , scarf , hat , and sunglasses looking away from the picture.",There are several people in this picture.,Duplicate
3175,A mixed race crowd of people walking down a street in a city.,The crowd was sitting down.,Conflict
3176,A teenage boy with a red hat sits along side a pedestrian bridge while people walk by.,The boy is reading his book.,Neutral
3177,Three young men take public transportation.,The three young men are riding their own private sailboat.,Conflict
3178,Two men wearing bright orange safety vests are working to repair electrical lines.,Two men working on electrical lines are sabotaging them.,Neutral
3179,A man in white is singing his heart out.,A man is doing karaoke at a bar.,Neutral
3180,A woman on a bike stops to talk to a gentlemen sitting on a chair on the sidewalk.,A man and woman are in a park.,Neutral
3181,A girl smiles while interacting with medical personnel.,A boy talking to two cops.,Conflict
3182,A couple stand outside in a Grease 50 's costume.,Newlyweds are wearing a Grease 50 's costume.,Neutral
3183,Multiple people walking on the pavement with a fence in the background all under the sky with clouds.,People are walking on a nice day.,Duplicate
3184,A smiling blond girl crawling into a moonwalk.,The girl is not walking.,Duplicate
3185,A blue rally car pulls away from the spectators watching from the side of the track.,A blue rally car driving towards the side of the track.,Conflict
3186,An elderly couple sitting in chairs on a grassy hill overlooking a body of water.,"An old couple sitting in chairs , celebrating their anniversary.",Neutral
3187,Three children squeeze into a plastic tub filled with water and play.,The tub is small.,Duplicate
3188,"There are long , red , padded benches behind the five screens , with only one man there to watch.",a man watches,Duplicate
3189,a child in a blue shirt exits is being deposited from a slide onto a sand in front of palm trees.,a kid works in a coloring book,Conflict
3190,A man not wearing a shirt dancing by himself with his eyes closed.,A shirtless man is dancing to reggea music.,Neutral
3191,A person stands on the peaks of snow and ice.,There is snow and ice.,Duplicate
3192,A girl at a farm swings on a rope.,A girl is trying to jump off a swing.,Neutral
3193,"A white man with black hair dressed nicely in gray dress pants , blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.",a guy is cooking pancakes by his garage,Duplicate
3194,A man in a white shirt and black pants is playing a large brown instrument.,The man is playing the the harmonica.,Conflict
3195,A guy is striking a pose at a dock and somebody ran through the shot.,"An overweight man never allows himself to be photographed , he sits inside alone and eats Ben & Jerrys.",Conflict
3196,A little girl in a yellow shirt is standing covering her eyes.,The girl is scared of the clown.,Neutral
3197,A woman picks greens inside of a grocery store.,A woman picks greens at an outdoor market.,Conflict
3198,A man is dancing with a woman in a dance studio.,A woman rejects a man 's offer to dance,Conflict
3199,One man in shorts is talking to another man in blue jeans in front of a sink.,Two men are riding bikes.,Conflict
3200,A man with a mohawk is carrying food while wearing a t-shirt that says `` bread-butter-cheese-victory ''.,A man preparing to eat dinner,Neutral
3201,Student celebrating in the snow.,A teacher in the sand.,Conflict
3202,a woman is presenting a book to a crowd.,The woman is on a stage.,Neutral
3203,Two men stand on skis and look to a snowy mountain to the right.,The men are going snowboarding,Conflict
3204,A person holding a tray of food in front of two guys.,The people are sleeping.,Conflict
3205,A Japanese man and woman are walking past a green car.,A man and woman sit on a bench.,Conflict
3206,a man is speaking in front of young children who are seated on picnic tables.,The man is speaking to young kids.,Duplicate
3207,A competition match between two martial arts fighters.,Two master black belts fight each other,Neutral
3208,A group of workers are posing for a picture.,A group of workers is standing together.,Duplicate
3209,People are running down a tree lined street.,People are running outdoors.,Duplicate
3210,A lone person stands in front of a yellow shingled shed like building on an empty street while above them sits a bike resting on a railing.,Man waiting for a friend next to a shed on a street.,Neutral
3211,Women wearing bohemian dresses are dancing in the forest.,The women are dancing outside.,Duplicate
3212,A man with a mustache is standing in an empty street.,A man stands in the street in the middle of the night.,Neutral
3213,A woman and two children pose for a picture under some rocks.,A woman is with her children in a park.,Neutral
3214,some people waiting to cross a busy street in Portland Oregon.,The people are in Washington.,Conflict
3215,Many people sitting at long tables and eating.,People are at a picnic.,Neutral
3216,The horse on the left has a white mane.,One of the horses has no mane.,Conflict
3217,Two separate people in small boats trying to come ashore on a beach as the sun either sets or rises.,A couple takes a vacation on a cruise ship.,Conflict
3218,A little boy in a blue shirt and blue jeans is pushing the swing that a little boy in a red shirt and blue shorts is sitting in.,Two boys sit at the dinner table.,Conflict
3219,"a crowd wearing red , cheers on the red football team.",An audience cheering for their home town team.,Neutral
3220,Two women pose standing on the sidewalk pose for a picture.,There are two women on the sidewalk.,Duplicate
3221,a little girl in a pink shirt holding a baby An older gentleman helping with yard work..,a little girl in a pink shirt holding a baby The girl is holding a large dog.,Conflict
3222,A rollerblader skates down a ramp with his arms in the air.,The rollerblader is a girl.,Conflict
3223,An asian girl is running outside.,A child is outdoors.,Duplicate
3224,Girl screaming with bows in her hair.,A kid is screaming.,Duplicate
3225,"Two men wearing black clothes practicing karate moves , and another man looking at them.",Two brothers prepare for a karate competition,Neutral
3226,A dog is carrying a yellow rope across rocks covered in seaweed.,A cat is playing outdoors.,Conflict
3227,A brown dog leaps into the water.,A cat jumps into the hammock.,Conflict
3228,"A police officer , with many items around his waist , is ordering something at a cafe.",The officer was at the park.,Conflict
3229,Two black dogs and one brown dog in tall grass.,The dogs are chasing squirrels.,Neutral
3230,An adolescent wearing a blue striped shirt is skateboarding on a rock inside of a large building.,A young person in blue skateboards.,Duplicate
3231,A young man wearing a backpack and dark glasses approaches the brick building where there is a bit of graffiti on the wall.,The man helped create the graffiti.,Neutral
3232,Woman in blue pants walks past brick wall with graffiti.,A man wears blue pants and walks.,Conflict
3233,A man walking by a stop sign.,The man is on the street.,Duplicate
3234,An crowded oriental marketplace set in a narrow street.,The marketplace is deserted for the holidays.,Conflict
3235,A tour guide explaining to a group of onlookers the process 's of the machine they are looking at while a woman in black takes a photo.,"A guide is telling a group about a machine , while being photographed.",Duplicate
3236,Man working with metal and a burning fire at his side.,A man doing woodworking.,Conflict
3237,A soccer player in blue is striking the ball whilst being pursued by a player in green.,There is a soccer game with a blue team and a green team.,Neutral
3238,A young adult male leans against a brick wall with his laundry bag and speaks into his cellphone with his free hand.,The man is standing on the stairs talking on his phone.,Conflict
3239,A skateboarder does a trick off a brown ramp while three other people watch.,A kid is bouncing a ball at the park.,Conflict
3240,A person wearing a construction uniform is leaning against a traffic light pole on the sidewalk.,A construction worker leans up against a traffic light.,Duplicate
3241,The runner is wearing a red tank top and is being watched by a man in black.,The runner is wearing a blue tank top.,Conflict
3242,Kids sit on a ledge and talk.,The kids are all best friends.,Neutral
3243,A man wearing a yellow t-shirt is shouting into a microphone while an audience is listening.,a man preaches in town,Neutral
3244,A dog leaps out of the water towards shore.,The dog is coming to it 's owner.,Neutral
3245,"A man jumps over a staircase with a skateboard , doing a trick.",The man is outside.,Neutral
3246,"A teenager sitting very , very high in a tree.",An elf is eating cookies in the laundry room.,Conflict
3247,Uniformed athletes dive onto a grassy playing field.,Athletes diving into a pool.,Conflict
3248,A baby outside looking up at a leave.,There is a person and part of a plant.,Duplicate
3249,Two girls in swimsuits are playing in the water near the seashore.,Two girls play at the beach.,Duplicate
3250,A young man and woman hug while wearing wigs.,A woman is giving a man a haircut.,Conflict
3251,An advanced age woman is standing up with a basket full of green grass standing in front of her.,An older woman holds a basket in a field of grass..,Duplicate
3252,A middle-aged man in a sleeveless shirt covers his face with his hand.,A man covers his face with his hand.,Duplicate
3253,A man in a suit walks with an angry face and is pointing at the person taking the picture.,The angry man is wearing a t-shirt.,Conflict
3254,little boy and girl playing on some steps outside during fall.,The kids were playing outside.,Duplicate
3255,"People with umbrellas standing in front of a house decorated for Christmas with trees , lights , and a biblical scene on a wall.",People talking to each other,Conflict
3256,A man in a black shirt is holding a microphone on stage with a drummer and guitarist.,The group of musicians are performing a concert.,Duplicate
3257,A young lady with wild blond-hair is playing the electric guitar on the stage.,A lady is playing guitar.,Duplicate
3258,A man in an orange construction uniform wears a white hard hat and sprays a water hose.,A uniformed person applies liquid from a hose.,Duplicate
3259,A small boy wearing a hat is standing in wet sand on a beach.,The boy is at the movies.,Conflict
3260,The young girl is playing basketball.,A girl is playing on a computer.,Conflict
3261,A boy in a red swimsuit jumps into the water to join two people.,A person is getting into water.,Duplicate
3262,A tan dog chases a white dog through the leafy grass.,A tan dog eats a white dog..,Conflict
3263,A woman is elevated on a trashcan taking photographs.,A woman using a trashcan as leverage to get a good view for photographing an event.,Neutral
3264,People walk outside on a wooden walkway.,People sit in an auditorium.,Conflict
3265,"The girl has red-hair and eyebrows , multi-piercings in her ear , and a tattoo on her back.",A girl loved going to the tattoo shop.,Neutral
3266,Two people are walking around in a busy street.,two cats eat dogs,Conflict
3267,A construction crew is waiting around with yellow and orange jackets.,The person is alone in her bedroom asleep on Jupiter.,Conflict
3268,A man and woman kiss as they stand along a gravel path.,A man and woman kiss as they lay in a grassy field.,Conflict
3269,A woman in gray holding a baby wearing green headphones at a concert.,The concert is at a park.,Neutral
3270,A row of young female cheerleaders sit in a row at the base of the bleachers and pose for a picture as the audience looks on.,A group of cheerleaders take a photo.,Duplicate
3271,People sitting outside of a restaurant.,The people are sitting on giraffes,Conflict
3272,A girl with a backpack runs down the street.,The girl is sitting at the curb.,Conflict
3273,A car with a bathtub on top participating in the Mongol Rally in ' 09.,The bath tub on the top of the car looks very old.,Neutral
3274,Orange dog runs across grass.,A dog is running across the yard.,Duplicate
3275,A group of young males standing around a table.,Some people grouped together.,Duplicate
3276,Two female workers take a break from their job to eat.,Two workers are working through their lunch break.,Conflict
3277,People gathering in a mall.,The mall is empty.,Conflict
3278,The tan dog runs through the leaves.,A dog sprints through fallen leaves.,Duplicate
3279,A catcher and a pitcher of the same team talk on the pitcher 's mound.,Two teammates are having a chat on the pitch.,Duplicate
3280,A black dog is walking on the grass with a stick in its mouth.,The animal is on the grass.,Duplicate
3281,People standing around watching monitors on the wall.,People standing around watching TVs on the wall.,Duplicate
3282,A man wearing suspenders in standing on a train.,The man is riding the train to a wedding.,Neutral
3283,A man is watching a child blow out his birthday candle on a cake.,The kid is asleep,Conflict
3284,A woman wearing a gray scarf and carrying shopping bags walking down the sidewalk.,The woman is holding onto bags while walking down the sidewalk.,Duplicate
3285,A group of bicyclists are all riding their bikes in a line on the street.,The bicyclists are outside.,Duplicate
3286,Two women sit facing each other while one looks out the window and the other reads a book.,The woman is picking out clothes from a rack,Conflict
3287,An old lady in a white shirt looks out from a balcony.,The old lady in white took in the view from the balcony.,Neutral
3288,Players on a soccer field performing for the crowd.,The players are in a game.,Neutral
3289,A young woman wearing shorts and a t-shirt with blond and blue hair watches while a dog catches a Frisbee.,A woman watches her dog play,Neutral
3290,A person is midair above a body of water after having jumped from a high surface.,A kid racing on a track.,Conflict
3291,A group of what appear to be Central American children play on a go-round in a larger playground on a sunny day.,A group of children are outside on a sunny day.,Duplicate
3292,A boy points at something while a man looks.,A boy stares where his mother is pointing,Conflict
3293,A woman has a caricature of herself as a ballerina done.,A woman has a caricature of her done as a soccer player.,Conflict
3294,A picture of a brick building.,A picture of the stone house.,Conflict
3295,2 people one wearing a blue shirt the other orange taking a bike ride in the country with a beautiful orange sunset behind them.,It 's summertime,Neutral
3296,This photograph expresses intangible frustration.,The photograph expresses an abstract concept.,Duplicate
3297,A person in full protective gear is riding a green dirt-bike -LRB- with the number 108 painted on its side -RRB- on the ridge of a grassy field.,A person is riding a green dirt-bike.,Duplicate
3298,A young women smiling and a young man smirking in front of a speaker.,Two young people arguing.,Conflict
3299,A man standing wearing a green coat.,A man is dressed.,Duplicate
3300,A girl wearing pink flip-flops and tights is swinging a tennis racket at a tennis ball.,Nobody is here.,Conflict
3301,A man in a blue dress shirt and jeans sits on concrete steps outside of a bank.,a man in a blue shirt,Duplicate
3302,Three young men play a game of monopoly to pass time.,Young men playing monopoly.,Duplicate
3303,A man is firing a handgun.,a man fires a handgun at a target,Neutral
3304,A woman in a yellow jacket and brown hat stands on a path by a lake.,The woman waits by the lake for her lover to come and meet her.,Neutral
3305,A smiling woman holding a smiling child.,A woman is holding her child.,Neutral
3306,A man looks at a woman who is blindfolded and is carrying an umbrella.,A guy stares at a person whose sight is blocked and is standing in a pool of hot chocolate.,Conflict
3307,Two dogs in the snow.,The dogs are running..,Neutral
3308,A woman dressed in a purplish-blue scarf sits between another woman and child with some sort of circular tray or dish in her hand.,The woman 's hands are empty.,Conflict
3309,A line of green and red dune buggys on a gravel road near rocks and large pine trees.,People are standing next to the dune buggys.,Neutral
3310,A little boy is holding a Mexican flag as he walks down the street with a woman.,A little boy holding a Mexican flag is walking beside a woman.,Duplicate
3311,A woman playing in falling leaves in the woods.,The woman is twenty years old.,Neutral
3312,A man on a skateboard is being pulled by a running dog on a leash.,The man has on roller skates as his dog pulls him.,Conflict
3313,A man wearing tan pants is sitting on a red couch inside a house.,there is a young boy going for dine out.,Conflict
3314,"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label.",A man pours a martini into a martini glass.,Neutral
3315,"A group of six women , with children sitting on the floor behind them , are at work in individual work spaces with privacy dividers between them.",A group of people are at work.,Duplicate
3316,A man poses as he s shoveling snow off of a sidewalk.,A man shovels dirt for a hole.,Conflict
3317,Two dogs running near a line of tall trees.,Two Western Terriers are running and playing around the woods.,Neutral
3318,Large group of people drinking in talking inside a large room.,A man texts on his phone.,Conflict
3319,"An elderly woman wearing a black coat and a green scarf , looks at her watch as a man is looking at her with his mouth open.",An elderly woman wearing a black coat and green scarf checks her watch as her husband stands nearby in shock at how late she is running for their meeting.,Neutral
3320,Three young people planting flowers and covering the area with a tarp.,three people plant flowers,Duplicate
3321,A football player in red chases a football player in blue.,A football player in red chases some player.,Neutral
3322,Man sitting by himself in city park.,A man rides an elevator to his office.,Conflict
3323,Man and woman fishing in the ocean.,Man and woman outdoors near a body of water.,Duplicate
3324,Army person squatting in the rain.,Army woman is in the rain.,Neutral
3325,A girl wearing a pink hat and pants with a gray sweatshirt and blue gloves is sitting on the ground holding a stick.,a girl is sitting,Duplicate
3326,"Two white men dressed in white and black Tae Kwon Do uniforms , competing with each other on a green and red matt while a team of onlookers watch.",A couple of guys are sparring in a tae kwon do competition.,Neutral
3327,The girl has a white shirt and a purple item in her hand.,A girl dances in her skirt and swings her purple wand.,Neutral
3328,"Two little girls are painting a board in shades of yellow , orange , and red.",Two girls are painting with brushes.,Neutral
3329,There is a large crowd of runners.,The group is moving at an expedited pace.,Duplicate
3330,A shirtless man and a woman sitting on a dock.,A woman sitting on a dock.,Conflict
3331,A lady in taken top licking chocolate pudding.,A lady is licking pudding.,Duplicate
3332,A small boy lifts a red and blue ball.,The child is having fun.,Neutral
3333,A woman is adjusting a camera in a crowd of people with a young girl holding a scooter in front of her.,A girls holds onto her scooter and a lady adjusts her camera amidst a large group of people.,Duplicate
3334,a woman in black dances with someone.,A woman in black is sitting down watching people dance.,Conflict
3335,Tour guide telling people about a house.,Tour guide on a trip.,Neutral
3336,Two policemen standing on a sidewalk with people passing by.,the skateboard was black,Neutral
3337,"One male adult holding a male child who is looking at an animal , and one female adult holding a female child.",The dad holds his crying son as he tries to find the puppy.,Neutral
3338,Two men posing for a picture at night.,Two guys are taking selfies to post to their Facebook.,Neutral
3339,A boy is standing in a dimly lit alley.,A boy is standing in the alley by himself at night.,Neutral
3340,Two boys are in martial arts poses in an outside basketball court.,Two boys are indoors.,Conflict
3341,A man is wearing a bright orange rubber type emergency suit and is walking down a hallway.,A man in a swimsuit is walking on the sand.,Conflict
3342,A person jumping with a bicycle over a ramp a person riding a bike.,Three young women mingling in a bench.,Duplicate
3343,a man in a purple shirt holding a potato chip.,Man holding chips,Duplicate
3344,"An older person , sex indeterminate , visits with two spotted rabbits in a large cage.",The person is old.,Duplicate
3345,A man cuts wood in front of a stone bridge.,The man is cutting something.,Duplicate
3346,"A small baby boy sits in water with his hands up , splashing water droplets.",A baby is smiling.,Neutral
3347,A man in a blue dress shirt and jeans sits on concrete steps outside of a bank.,the man is a teacher,Neutral
3348,A surfer with a yellow board rides a wave.,A surfer on a red board waits for a wave.,Conflict
3349,"A woman in a kitchen , leaps in the air while attempting to balance a glass cup in one hand.",A duck has wandered into a movie theater and fallen asleep.,Conflict
3350,Two girls on a jungle gym.,Two girls hide under a jungle gym from a vicious squirrel.,Conflict
3351,Girl in a blue sweater holding her own hands.,Girl in a sweater,Duplicate
3352,"A dog at the beach jumping into the water , with a rock breaker in the background.",A dog is jumping into the water.,Duplicate
3353,"Three people sit in chairs on the grass facing each other , while three more people in the distance by some trees watch them.",Dogs are waltzing.,Conflict
3354,A surfer is riding on a breaking wave.,the surfer is currently surfing,Duplicate
3355,An aerial view of three men attaching a hose to a barrel.,The people are inside relaxing.,Conflict
3356,A woman is standing in a street pointing to hats on a table next to a little girl.,A lady and child are looking at hats.,Duplicate
3357,A man speaking into a microphone with his fingers in a teddy bears nose.,A human speaking.,Duplicate
3358,A baseball player is running through the baseball field.,A baseball player runs to catch a pop-fly.,Neutral
3359,Children play in a water fountain.,The kids are drowning.,Conflict
3360,Two boys sitting on a boat in the water.,Two boys are outside boating.,Duplicate
3361,A man and woman in front of a grill.,There is no man,Conflict
3362,A man wearing no shirt climbs a steep cliff.,The lady was hiking the mountain.,Conflict
3363,An old man stands glancing at a large bucket of flour.,A lady is running through the street.,Conflict
3364,A cowboy wrangles a calf in a rodeo.,The cowboy easily ropes the calf.,Neutral
3365,a woman running in a race while onlookers cheer her on A woman is in first place in the race..,a woman running in a race while onlookers cheer her on A man rides his bicycle through the woods.,Neutral
3366,A person is squatting at the end of a pier near a lake.,A PERSON IS STANDING ON THE END OF A PIER.,Duplicate
3367,A middle-aged woman in a blue business suit speaks next to a bookshelf full of paperwork.,The lady wearing blue is talking on a blue tooth headset.,Neutral
3368,Three boys in hooded sweatshirts standing and looking at camera.,Some kids in hooded sweatshirts loiter.,Duplicate
3369,A family is opening presents on Christmas.,The family is happy.,Neutral
3370,Man sleeping on an old couch in an alley.,A man is moving a couch.,Conflict
3371,A young woman working hard.,A young man playing a game.,Conflict
3372,A man with a gas mask and goggles on his head.,The man has his face and head uncovered.,Conflict
3373,A guy has been out in the fields collecting a harvest.,The man is at a party,Conflict
3374,City crew workers are painting signs on the road.,Two men painting signs on the road.,Neutral
3375,"The couple is kissing , while standing facing.",A couple kissing each other.,Duplicate
3376,"A man in a gold shirt is sitting on a desk , and a group of people are standing behind him.",A man sits on a desk.,Duplicate
3377,"A man wearing blue jeans , blue shirt and a cap runs in front of a large truck on a street.",A man is running outside.,Duplicate
3378,Two men are boxing in a ring.,The two men are best friends trying put on a good boxing show for the crowd.,Neutral
3379,Two young men goofing around on the grass in front of the union building.,The two young men are brothers.,Neutral
3380,"A woman wearing a T-shirt , shorts , and sandals , is miniature golfing in front of flowers and a walkway.",a woman plays miniature golf,Duplicate
3381,A woman in holding up a newspaper headline reading `` Real Change.,'' A woman is swatting people with newspapers.,Conflict
3382,Little boy in a red Radio Flyer Town and Country wagon.,A little boy is pulling cinder blocks.,Conflict
3383,Father and son taking a break and checking out the water.,Son and Father hard at work outside.,Conflict
3384,Three guys are sitting around a stand with two beers on it.,Some men are near alcohol,Duplicate
3385,A demonstration in the middle of a crowded airport.,The was a demonstration at the airport.,Neutral
3386,Dogs fight in grass over toy.,Three dogs all fight for a toy bone.,Neutral
3387,Asian woman walking across a crosswalk in the street.,a person walks across the street,Duplicate
3388,People socializing on a boardwalk on a Summer night.,The stars illuminate the boardwalk.,Neutral
3389,A hairy dog tries to follow its owner around an obstacle course.,The dog is chasing a cat.,Conflict
3390,A couple converses at a table in a bar.,A couple ignores each other in a bar.,Conflict
3391,A man wearing sunglasses holds a sign at a demonstration.,A man is outside.,Duplicate
3392,a choir of men and woman being separated with men on the left and woman on the right.,The choir is singing.,Duplicate
3393,A man is playing a drum in a marching band.,They are eating cookies.,Conflict
3394,A slim woman is walking a wet street holding a red umbrella.,A woman walks a wet street.,Duplicate
3395,Two women are picking something from a garden and placing it in a blue pail.,Two women are in a garden.,Duplicate
3396,A small group of people hikes through a forest during the day.,They are prisoners of the northlands.,Conflict
3397,An elderly person is wearing a clue cap and brown jacket while sitting outside in front of a cutting board.,An elderly person is sitting outside in front of a cutting board chopping trees on it.,Conflict
3398,"A child swims in a stream , whilst other children wait to jump off a rock.",A child swims in a stream,Duplicate
3399,A man in an all white outfit plays guitar on stage.,A man is playing violin in his basement,Conflict
3400,A woman is playing tennis while sitting down in the grass.,"The woman is eating an ice cream cone , enjoying the sunny day",Conflict
3401,Shirtless man climbs a steep rock face.,Fully clothed man climbs a ladder.,Conflict
3402,Two nurses are looking at a cart of supplies.,The nurses are bisexual rappers with guitars.,Conflict
3403,A group of people look on as a man points to a whiteboard.,Some people see a man.,Duplicate
3404,"A woman wearing brown shorts , black tank top , & brown purse is walking and smoking.",The woman is wearing shorts.,Duplicate
3405,"A person in a purple and white jacket is standing behind a man with a gray shirt while a woman with a purse passes them , going the opposite direction.",A child in purple and white sits in front of another child while a girl passes by.,Conflict
3406,A young child walking away from a pile of dirt.,The dirt pile is taller than the child.,Neutral
3407,Two hikers stand at the top of a snowy mountain.,The hikers are rafting in the river.,Conflict
3408,A dark-haired woman with a black blouse is standing against a blue sky and she is about to take a picture with a camera.,man golfing,Conflict
3409,An Asian woman in a hat and pink shirt squats next to a river with two buckets.,A woman is waterskiing.,Conflict
3410,A lady with black hair and a burgundy and black suit is performing a dive.,A woman is jumping towards water.,Duplicate
3411,Woman in black and white striped scarf smokes a cigarette while talking with a blond man in a dark jacket.,A woman is having a conversation while smoking.,Duplicate
3412,A lady looking across a busy street.,It 's a busy street,Neutral
3413,An Asian child dressed in red is crying as an Asian woman appears to be comforting her.,There is an Asian child dressed in red.,Duplicate
3414,A man in a pinstripe shirt sharpening a blade.,A man in pinstripes is honing a blade.,Duplicate
3415,Two women are hand-crafting something or making clay pottery.,Two woman are working on crafts.,Duplicate
3416,Many people walk along a crowded street.,A lot of people are sitting in a restaurant.,Conflict
3417,A white man on a phone sits at a very messy desk.,A man is listening to his boss on the phone.,Neutral
3418,"A man with a dark jacket , shirt , and pants , standing near a grill with one hand holding the handle of the grill 's lid.",A man in a t-shirt and shorts holds a beer as he grill hot dogs outside.,Conflict
3419,A woman playing beach volleyball is diving for the ball as it falls towards the sand.,The woman is running towards the ball,Conflict
3420,An old woman is chopping up food on the sidewalk.,the woman is cooking,Duplicate
3421,There is a lady in a dress walking across a busy street beside of a taxi.,a lady is outside,Duplicate
3422,A guy in a black shirt and tan pants leaning a little out of a large window looking at something.,man leans out window,Duplicate
3423,"People , many of whom are wearing a white t-shirt , have filled up a city street.",A crowd fills up a street.,Duplicate
3424,Boy in red and blue flowered trunks jumps into pool holding green ball.,Boy in trunks jumps into a pool.,Duplicate
3425,Three trolley cars are on the street with cars behind them.,There are cars behind the trolleys.,Duplicate
3426,A woman sitting in a chair with her hand on her head while she is looking a piece of paper.,The woman is worried that she ca n't find the receipt for her shoes,Neutral
3427,"In the woods , a young man wearing red shorts prepares to throw a frisbee.",A man walks in the woods.,Neutral
3428,In software development quality assurance is performed during the entire software development lifecycle.,Quality assurance is only done at specific stages of the software development lifecycle.,Conflict
3429,A row of bikers wearing red and black.,A dog is looking sleeping after a long day.,Conflict
3430,Four crosscountry skiers climb uphill.,The Swedish crosscountry team are on their way to a gold medal.,Neutral
3431,Two people look up towards a gold statue.,A 30 story gold statue has come to life and is terrorizing New York.,Conflict
3432,A skateboarder in a white shirt and helmet slides sideways on a street.,A tall human sliding,Neutral
3433,"Two men are paddling a boat , by a lot of trees.",A tumbleweed blows down a deserted desert path.,Conflict
3434,A man is playing with two dogs in his yard.,A man playing with dogs.,Duplicate
3435,A man cutting ice blocks or making a sculpture and people looking on.,A man is making art with ice.,Neutral
3436,A violin player with a painted face is playing in front of a crowd.,A woman is performing for a crowd.,Neutral
3437,"A man walking up uneven , rocky , steps carrying a backpack loaded with vegetation.",A man running up library steps.,Conflict
3438,A family gathered opening presents.,A family is opening presents.,Duplicate
3439,Person in black jacket and shorts running in the rain.,The person does n't want to get wet.,Neutral
3440,Youngsters dance and play in the sand.,Some of the children are burying one another in the sand.,Neutral
3441,People dressed in red pants wearing yellow gloves hold bright fireworks suspended on long poles.,People are holding fireworks.,Duplicate
3442,A man with a hat sits in a booth and reads.,Man with a hat sits in a booth.,Duplicate
3443,A blond-haired woman laughs while standing next to a woman in a fringe jacket.,A laughing woman and another woman.,Duplicate
3444,A boy climbing a mountain.,There is a boy in this picture,Duplicate
3445,A large crowd of people stand outside in front of the entrance to a Metro station.,People are gathering near a mass transit station.,Duplicate
3446,An older man and woman are holding a large statue in a white studio.,Two young boys hold a painting in a dark studio.,Conflict
3447,Four kids doing backstand in a yard covered with dry leaves.,The 4 kids are playing video games instead of helping their dad rake leaves.,Conflict
3448,The girl in pink with the unusual hair and makeup stands our on the crowded escalator.,There is a girl wearing pink.,Duplicate
3449,The little boy in the yellow tunnel is wearing a yellow shirt.,A human in the tunnel.,Duplicate
3450,An adult man looks on as a child plays in a stream.,An adult man looking at a child playing.,Duplicate
3451,A woman in a black shirt and gray shorts is about to release the bowling ball.,A woman wearing brown shoes is bowling.,Neutral
3452,two girls swimming in a pool.,There are people in water.,Duplicate
3453,A Beagle dog is walking on the shoreline at the beach.,An animal is on the beach.,Duplicate
3454,A boy and lady laugh while facing each other.,A boy and a woman are lauging at each other.,Neutral
3455,A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant.,The woman is running laps around the restaurant.,Conflict
